Package Name,App Version Code,App Version Name,Reviewer Language,Device,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Star Rating,Review Title,Review Text,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,Review Link
com.pos.bisaaiacademy,48,2.0.0.3,id,OP4F2F,2021-07-14T11:03:45Z,1626260625444,2021-07-14T11:03:45Z,1626260625444,5,,sangat baik dalam memberikan ilmu mengenai AI dan sejenisnya. mantap,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHHhW0rZ3Ej3U7ShnlhBpst6WS-fJy1TDlCs9OYdypqgphI00KssCOhc9y31TK1-s5ogpzutJWG5jIb&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,OP4B79L1,2021-07-14T11:04:09Z,1626260649954,2021-07-14T11:24:32Z,1626261872511,1,,Bagus aplikasinya banyak banget course gratis,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHz4zmaGPgGxzUsoL9SjNWr1L4fpm1V8lN5QIbxo36jFe7LLaAkvt-nOXirKbEJKB4VizZkAktk1gOb&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,a50s,2021-07-06T06:59:19Z,1625554759528,2021-07-14T11:54:47Z,1626263687109,5,,"Dengan adanya course yang disediakan oleh BISA AI Academy, saya dapat mempelajari berbagai bidang, utamanya bidang Data Science dengan mudah karena penyajian materi yang mudah untuk difahami.",,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFKDCB_FOj7UwGkX2o9i5oyXnSFvI7WoxC6Jc4UOfohyPKacx4JkVVzLotsMnM6evbYelJhDz1XcF0l&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,RE50C1,2021-07-14T13:06:06Z,1626267966168,2021-07-14T13:06:06Z,1626267966168,5,,Baguss aplikasinyaa. Bermanfaat banget buat kita kita anak IT. Makasi ya,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOEuPWH9RQymps7jgz_1Cr3FdRbZiDLysysP469UQwZhBGjfWln5-b53kmBEKjW1EThYITiLEm8MDFmM&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,a50,2021-07-14T13:30:05Z,1626269405221,2021-07-14T13:30:05Z,1626269405221,5,,,,,,
com.pos.bisaaiacademy,65,2.0.0.6,id,a50,2021-07-14T22:21:52Z,1626301312442,2021-07-14T22:21:52Z,1626301312442,5,,"Its greaatt!! Fiturnya udh cukup lengkap, mantep lah",,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOEVq6wSnwAFZKuWiT-HlHXopfhvWet2kIdgrig_8MGWOnbupfPz_JziB6VBichxydDgFpsNU2FoZ7HK&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,mido,2021-07-15T12:45:03Z,1626353103668,2021-07-15T12:45:03Z,1626353103668,5,,Ok,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOF8HiOt9hj-7h4yY0OeZlXx_nbTWNGDPQqS88JAoi40ZZi-jKMDxEWcayEnCUITmfcQTkovmlFY_bWD&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,,,id,merlin,2021-07-15T13:12:13Z,1626354733301,2021-07-15T13:12:13Z,1626354733301,5,,Course nya keren dan bermanfaat,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGP2xIBg3l-jgRofFH3jqZ_bZfRf-lRjmhUto_W_1sngd2S9KcnYJeIjk3fPAy1pkLdDslWwpehXFnp&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,olivewood,2021-07-15T16:59:29Z,1626368369926,2021-07-15T16:59:29Z,1626368369926,5,,"Aplikasi ini keren bgt krn ak bisa belajar AI secara otodidak, mantabb👍👍",,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGiGPnK5OJamXvH0UXntoUUixUQbUPzd0uatr3cLBAKLFsBaJ34u1EuLVaXsf8uinZr3CrdkzC49LZk&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,en,HWLLD-H,2021-07-15T22:25:21Z,1626387921189,2021-07-15T22:25:21Z,1626387921189,5,,"Aplikasinya bagus, tampilannya unik dan banyak pilihan kelas yang bisa diikuti mulai dari kelas yang gratis hingga yang berbayar",,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFrQxhyo1tgnB6GpV5KbxlfZP9rLkUHeeqUXpmPrARFLZucoKEsVXZHOI4lwQg1rnygkB7jsQCrMEeO&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,OP4F25L1,2021-07-16T00:35:42Z,1626395742300,2021-07-16T00:35:42Z,1626395742300,5,,Sangat membantu dan bermanfaat dalam belajar dasar-dasar data science,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFoXOEWWteRbtxkjD3NNNzPyhJGLQfTi6fMomYBhbrQvm9Ozm87atWNANSkV12utTniiZzrdjYyRvZo&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,sweet,2021-07-16T07:24:58Z,1626420298305,2021-07-16T07:24:58Z,1626420298305,5,,Produk anak bangsa,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOELvGEFDovMTRntTMWJlIt2XMzVNjPkeWBWb2xI08KhWg4XZJfx-ZDndMPe-FwtikrDX1A4D7VLkDo7&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,,,id,KTB-168,2021-07-16T12:39:05Z,1626439145552,2021-07-16T12:39:05Z,1626439145552,5,,"Sangat direkomendasikan buat kalian yang mau belajar AI, IoT, Data Science. Fitur-fitur yang diberikan seperti course dan bootcamp online, forum dan webinar, bahkan lowongan pekerjaan sangat membantu ditengah kondisi kita yang saat ini. Selain itu bisa dapat bnyak kesempatan untuk dapat komunitas baru dan juga kalian bisa dapat poin yang nnti ditukar untuk dapat hadiah. 🤗🤗",,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOF6u0HrtScFviWlZKIIeQKDXWurVK15csAWldkKuEPabSw06_btIOwY32FnFG9Kxqrv2MvxraLdUeIK&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,a31,2021-07-16T17:52:33Z,1626457953619,2021-07-16T17:52:33Z,1626457953619,5,,"Aplikasi ini membantu banget di situasi yang sekarang kita terbatas untuk kemana². Engga hanya materi, tapi kita diajarin buat nerapinnya melalui workshop. Ga habis disitu doang. Kita juga dpt sertifnya loh yang bisa digunain buat pengalaman mau kuliah, sekolah bahkan bekerja nantinya. KEREN BANGETT!",,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGn_6xm_uBRP92sKZvQXlydb-3FdpkQz5VIJJCbCll4Zo4AQWOZ3N10yY4ORiv5az_ya6ekzzzj6ygk&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,santoni,2021-07-17T04:20:37Z,1626495637340,2021-07-17T04:20:37Z,1626495637340,5,,Bagus banget apk bisa ai academy belajar lebih mendalam,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFsNGPcq1SH9DoyAW3YU6Yeu0tkSSf3bTipWBShpnUwjRGTip9ugan1CH5R0BodSEy7e6jTbqmhXquC&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,joyeuse,2021-07-17T11:25:22Z,1626521122367,2021-07-17T11:25:22Z,1626521122367,5,,"Aplikasinya bagus sekali karena bisa membantu siapapun yang ingin berkarya di bidang IT, walaupun mereka yang tidak memiliki background IT. Kelas yang ditawarkan sangat mudah dimengerti dan efektif untuk pembelajaran pribadi.",2021-07-18T02:58:47Z,1626577127360,Halo kak terima kasih sudah memberi ulasan dan rating. selamat belaajar kak melalui aplikasi BISA AI Academy,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOF6y0v2kTv7afMjMO8v4a36szN71L7_yvrwKl9XIizmOUbhThnYtydbqcoq_LQGGphwzmJa6lfZJwO1&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,en,a50s,2021-04-05T03:38:48Z,1617593928917,2021-07-19T04:49:48Z,1626670188987,5,,Keren,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGgAI1SgKSqySBylzY0Xe4UoE3KarYo1mwL3fDUDqwj8DPy4iaok-Q6JRxSmiM_JEZKWV7QsH47-nsN&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,j5y17ltedx,2021-07-19T21:50:21Z,1626731421049,2021-07-19T21:50:21Z,1626731421049,4,,,,,,
com.pos.bisaaiacademy,,,en,rolex,2021-07-20T05:57:08Z,1626760628778,2021-07-20T05:57:08Z,1626760628778,5,,Sangat bermanfaat,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFZIa3QiALr2cT9g3IRuaTe_sWZIykZZjEE6bs5bXRp7nqg4qhiot45_eTeVppi5kD50T_lslxtfYcn&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,,,id,j7xelte,2021-07-20T15:41:57Z,1626795717002,2021-07-20T15:41:57Z,1626795717002,5,,"Nice Apps. UI Friendly, and simple using.",,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHdFCfUz7tmUWyP3qlYFJDNt7BUZpMSNVkvbMDfzOFhWZh7f3rd5eemx9cL3evuZduUVbiYWD0xt9v_&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,en,vince,2021-07-21T06:23:05Z,1626848585045,2021-07-21T06:23:05Z,1626848585045,5,,,,,,
com.pos.bisaaiacademy,65,2.0.0.6,id,OP4C72L1,2021-07-21T06:50:36Z,1626850236224,2021-07-21T06:50:36Z,1626850236224,5,,Bagus aplikasi nya,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOEDlSUW6zgmx3XYiIrhjTHY-oi0Xv1z1-HqC_xvNSz88dZ36FHaZUZuAD7L7esoseiPeEegW8rOD_-o&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,CPH1803,2021-07-21T15:31:40Z,1626881500566,2021-07-21T15:31:40Z,1626881500566,5,,"Aplikasi ini sangat membantu kita saat ini terutama dalam kondisi pandemi, kita bisa dengan mudah belajar mengenai AI, IoT, dan lainnya dengan akses dan kemudian pada aplikasi serta sehingga kita bisa jauh lebih paham dan tentunya dapat berguna bagi penunjang karier kita",,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHiGttsBK1-mGhpu64uQOuSjykbTFwYT-gIEjyZ30xnU5xfQAStul0Ng-e5aySAlUBzlri3MRE3H85E&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,Infinix-X692,2021-07-24T16:02:16Z,1627142536180,2021-07-24T16:02:16Z,1627142536180,5,,Aplikasi yang sangat mendukung untuk belajar dimana saja dan kapan saja,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHk1IjC5jhianKTtlf-ZzdGNA2IVoWo8OK3C238ZrWlXVX1n53-xlVJ9RG5ecstN94Mo0JqMHfhOlty&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,,,id,whyred,2021-07-24T23:07:07Z,1627168027650,2021-07-24T23:07:07Z,1627168027650,5,,,,,,
com.pos.bisaaiacademy,,,en,OP4B79L1,2021-07-25T00:35:15Z,1627173315051,2021-07-25T00:35:15Z,1627173315051,5,,Nice UI/UX apps and easy to use,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOEW45f9zq-DpYfZtNGfbjbQcPp-gPjPMpKSDOB_oGpkmGFHTC3NMrVQwzsSwUofr72sfkosHjKpcC4j&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,en,whyred,2021-07-25T01:03:07Z,1627174987561,2021-07-25T01:03:07Z,1627174987561,5,,Bagus! Lumayan lengkap untuk aplikasi belajar Data Science dan Machine Learning,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFkUWBCT16DPfZ0QEIbnmi1rt1_clQQ4OaNZ6Xvc6Kuh4OKvPPIHcyH-B4GjtrE8JXWpSFD7MppQrJ-&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,ginkgo,2021-07-25T03:33:15Z,1627183995713,2021-07-25T03:33:15Z,1627183995713,5,,Aplikasinya sangat bagus dan mudah dimengerti. Pokoknya mantap dehh,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOEEaJaxeFLyMkwerzcjDpJ-CipMhLrXDGxCACSeE06HPy6yS1F_Z-SmoDfRBsuB9qPyqHYRk-tkekBd&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,RE50BF,2021-07-25T04:03:07Z,1627185787131,2021-07-25T04:03:07Z,1627185787131,5,,aplikasi yang sangat bermanfaat,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGjUo6VXZjIj83_JATmTCw51FcJk65JZDvtRojoTbLKViYmaMS9pzp3i2NYIa7AtbWjhE7YmWTCcf6W&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,,,id,whyred,2021-07-25T12:11:21Z,1627215081737,2021-07-25T12:11:21Z,1627215081737,5,,,,,,
com.pos.bisaaiacademy,65,2.0.0.6,en,ASUS_X00T_2,2021-07-25T14:10:57Z,1627222257454,2021-07-25T14:10:57Z,1627222257454,5,,the app is very easy to use,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFOvur8gqHEU7f6i_84fQmbYqkI4T39-DXnKKDfMaalZL2pxSU_HlvX4Tvzrl_K_cVjzqan6Y2RkoCY&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,rosy,2021-07-26T00:52:58Z,1627260778712,2021-07-26T00:52:58Z,1627260778712,5,,,,,,
com.pos.bisaaiacademy,65,2.0.0.6,id,RMX1971,2021-07-26T00:53:54Z,1627260834063,2021-07-26T00:55:35Z,1627260935228,5,,Cukup bermanfaat dalam pelatihan saya dalam belajar coding,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHjXS2Hb6DY4pGvQ8ni79SzNL9FMivUBrP9JgMewXgmul3bxTYBo6zfkgO9IdyCt3bgzWO8ol7hj4vV&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,en,a12,2021-07-26T00:56:14Z,1627260974457,2021-07-26T00:56:14Z,1627260974457,5,,Easy to use! Aplikasi yang sangat bagus digunakan untuk belajar,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHmlw7xkFlu8FjG_ghfPvYm3jQmOBJf63fLiqT-8_7FEB5ReBXH9WK603IUplv5xah91-zjDACgNM2X&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,id,tissot_sprout,2021-07-26T00:57:29Z,1627261049933,2021-07-26T00:57:29Z,1627261049933,5,,,,,,
com.pos.bisaaiacademy,65,2.0.0.6,en,m11q,2021-07-26T05:18:17Z,1627276697266,2021-07-26T05:18:17Z,1627276697266,5,,Aplikasi yang dapat mendukung belajar,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFMDjynrsjobFRqe93lOpl1tRtwmqwiSpKBmubeMN0qejm6PnMdxhM0sgdeDd5lgPfR4mW6hrxdMs7S&corpus=PUBLIC_REVIEWS
com.pos.bisaaiacademy,65,2.0.0.6,en,lavender,2021-07-28T04:26:54Z,1627446414587,2021-07-28T04:39:26Z,1627447166527,4,,Habis daftar kok nggk bisa login? Katanya suruh periksa koneksi internet :(,,,,http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFzds1X2zv4zJ0YAyuBUfWD2yV0JZfXxrpx5V8GlH8ArZAEo-FUUktTvBkKxKKXVhDmDkdoZvX1KMp6&corpus=PUBLIC_REVIEWS
